show_id,content_types,title,director,cast,country,date_added,release_year,rating,duration,genres,description
s787,Movie,Company Of Heroes,Don Michael Paul,"Tom Sizemore, Chad Michael Collins, Vinnie Jones, Dimitri Diatchenko, Neal Mcdonough, Jürgen Prochnow, Sam Spruell, Richard Sammel, Philip Rham, Alastair Mackenzie",USA,"June 2, 2021",2013,R,101,"Action & Adventure, Dramas","During The Last Major German Offensive Of World War Ii, A Group Of Allied Soldiers Sets Out Against All Odds To Turn The War Around."
s788,Movie,Cradle 2 The Grave,Andrzej Bartkowiak,"Jet Li, Dmx, Anthony Anderson, Kelly Hu, Tom Arnold, Mark Dacascos, Gabrielle Union, Michael Jace, Drag-On, Paige Hurd",USA,"June 2, 2021",2003,R,101,Action & Adventure,"When A Jewel Thief Pulls Off A Risky Diamond Heist With His Crew, A Gang Kidnaps His Young Daughter And Steals The Loot As A Rival Agent Offers His Help."
s789,Movie,Domestic Disturbance,Harold Becker,"John Travolta, Vince Vaughn, Teri Polo, Matt O'Leary, Ruben Santiago-Hudson, Susan Floyd, Angelica Page, Steve Buscemi, Chris Ellis",USA,"June 2, 2021",2001,Pg-13,89,Thrillers,A Recovering Alcoholic Is Skeptical Of His Son'S Claim That His New Stepfather Is A Killer – But Soon Begins To Sense The Boy Is Telling The Truth.
s790,TV Show,Downton Abbey,Unknown,"Hugh Bonneville, Jessica Brown Findlay, Samantha Bond, Laura Carmichael, Jim Carter, Raquel Cassidy, Brendan Coyle, Tom Cullen, Michelle Dockery, Kevin Doyle, Siobhan Finneran, Michael Fox, Joanne Froggatt, Matthew Goode, Harry Hadden-Paton, Thomas Howes, Lily James, Rob James-Collier, Rose Leslie, Phyllis Logan, Elizabeth Mcgovern, Sophie Mcshera, Lesley Nicol, Maggie Smith, Penelope Wilton",UK,"June 2, 2021",2015,Tv-14,6,"British Tv Shows, International Tv Shows, Tv Dramas","Exposing The Snobbery And Machinations Of A Vanishing Class System, This Series Chronicles Events In The Lives Of The Crawley Family And Their Servants."
s791,Movie,Dream/Killer,Andrew Jenks,"Bill Ferguson, Ryan Ferguson",USA,"June 2, 2021",2015,Tv-Ma,109,Documentaries,This Riveting Crime Doc Follows Bill As He Confronts America'S Broken Judicial System After His Son Is Falsely Sentenced To 40 Years In Prison.
s792,Movie,Felon,Ric Roman Waugh,"Stephen Dorff, Val Kilmer, Harold Perrineau, Marisol Nichols, Anne Archer, Nick Chinlund, Nate Parker, Johnny Lewis, Sam Shepard, Jake Walker, Joey Villasenor, Antonio Leyba, Mike Seal, Richard Caruso, Kevin Wiggins, Larnell Stovall, Mara Holguin, Elton Walker, Brittany Perrineau, Esodie Geiger, Jermaine Washington, Greg Serano, Brian Keith Gamble, Mark Sivertsen, Carrie Fleming, Adam Taylor, Chris Browning, John Koyama, Shawn Prince, Christopher Dempsey, Cynthia Ruffin",USA,"June 2, 2021",2008,R,104,"Action & Adventure, Dramas","After Killing A Burglar While Trying To Protect His Family, Regular Guy Wade Is Convicted Of Involuntary Manslaughter And Thrown Into Prison."
s793,Movie,Flipped,Rob Reiner,"Madeline Carroll, Callan Mcauliffe, Rebecca De Mornay, Anthony Edwards, John Mahoney, Penelope Ann Miller, Aidan Quinn, Kevin Weisman, Morgan Lily, Ryan Ketzner",USA,"June 2, 2021",2010,Pg,90,"Comedies, Dramas, Romantic Movies","Bryce And Juli First Meet As Children, With Juli Having A Crush On Bryce. As They Mature, It Appears Their Bond May Blossom Into Something More."
s794,Movie,Fools Rush In,Andy Tennant,"Matthew Perry, Salma Hayek, Jon Tenney, Carlos Gómez, Tomas Milian, Siobhan Fallon Hogan, John Bennett Perry, Stanley Desantis, Suzanne Snyder, Anne Betancourt, Jill Clayburgh",USA,"June 2, 2021",1997,Pg-13,109,"Comedies, Romantic Movies","When A One-Night Stand Results In A Pregnancy, Two Strangers With Opposite Personalities Rush Into Marriage Then Must Deal With The Consequences."
s795,Movie,Gold Statue,Tade Ogidan,"Gabriel Afolayan, Kunle Remi, Richard Mofe-Damijo, Sola Sobowale, Kelvin Ikeduba, Kunle Fawole, Norbert Young, Alibaba Akporobome, Segun Arinze, Rycardo Agbor",Nigeria,"June 2, 2021",2019,Tv-14,145,"Comedies, Dramas, International Movies","After Tracing An Artifact To His Ancestry, A Young Man And His Friend'S Search For A Gilded Statue Lands Them In A Maximum-Security Prison."
s796,TV Show,Happy Endings,Unknown,"Eliza Coupe, Elisha Cuthbert, Zachary Knighton, Adam Pally, Damon Wayans Jr., Casey Wilson",USA,"June 2, 2021",2012,Tv-14,3,Tv Comedies,"After His Fiancée, Alex, Dumps Him At The Altar, Dave Finds Himself Nursing A Broken Heart And Battling Her For Custody Of Their Quirky Friends."
s797,Movie,Hostel: Part Iii,Scott Spiegel,"Kip Pardue, Brian Hallisay, John Hensley, Sarah Habel, Chris Coy, Skyler Stone, Thomas Kretschmann, Zulay Henao, Nickola Shreli, Derrick Carr",USA,"June 2, 2021",2011,R,88,"Cult Movies, Horror Movies","In This Installment In The Popular Horror Franchise, A Bachelor Party In Las Vegas Turns Into A Hellish Bloodbath For All Involved."
s798,Movie,I Am Sam,Jessie Nelson,"Sean Penn, Michelle Pfeiffer, Dakota Fanning, Dianne Wiest, Loretta Devine, Richard Schiff, Laura Dern, Brad Silverman, Joseph Rosenberg, Stanley Desantis, Doug Hutchison",USA,"June 2, 2021",2001,Pg-13,132,Dramas,"When The Legal System Declares Him Unfit To Be A Parent, A Father With An Intellectual Disability Fights To Regain Custody Of His Young Daughter."
s799,Movie,Love Jones,Theodore Witcher,"Larenz Tate, Nia Long, Isaiah Washington, Lisa Nicole Carson, Bill Bellamy, Leonard Roberts, Bernadette L. Clarke, Khalil Kain",USA,"June 2, 2021",1997,R,109,"Comedies, Dramas, Independent Movies",A Poet And A Photographer Take A Chance On Romance But Find Their Ambitions And Baggage Could Keep Them From Taking Their Relationship Further.
s800,Movie,Million Dollar Baby,Clint Eastwood,"Clint Eastwood, Hilary Swank, Morgan Freeman, Anthony Mackie, Jay Baruchel, Mike Colter, Lucia Rijker, Brían F. O'Byrne, Margo Martindale, Riki Lindhome",USA,"June 2, 2021",2004,Pg-13,133,"Dramas, Sports Movies","When A Cantankerous Trainer Mentors A Persistent Amateur Boxer Determined To Go Pro, Deep-Seated Emotions Become Their Strongest Opponents."
s801,Movie,Mosquita Y Mari,Aurora Guerrero,"Fenessa Pineda, Venecia Troncoso, Joaquín Garrido, Laura Patalano, Dulce Maria Solis, Marisela Uscanga, Melissa Uscanga, Omar Leyva, Tonita Castro, Paul Alayo",USA,"June 2, 2021",2012,Tv-14,85,"Dramas, Independent Movies, Lgbtq Movies","Neighbors But By No Means Friends, High Schoolers Yolanda And Mari Discover A Bond And An Attraction When They'Re Made Study Partners."
s802,Movie,Never Back Down 2: The Beatdown,Michael Jai White,"Michael Jai White, Dean Geyer, Alex Meraz, Todd Duffee, Scottie Epstein, Jillian Murray, Evan Peters, Stacey Asaro, Gralen Bryant Banks, Rus Blackwell",USA,"June 2, 2021",2011,R,104,"Action & Adventure, Dramas, Sports Movies",A Group Of Mixed Martial Arts Fighters Stars In This Action Thriller That Follows A Quartet Of Brawlers As They Prepare For A Major Underground Event.
s803,Movie,Ninja Assassin,James Mcteigue,"Rain, Naomie Harris, Ben Miles, Rick Yune, Shô Kosugi, Sung Kang, Richard Van Weyden, Thorston Manderlay, Wladimir Tarasjanz, Eleonore Weisgerber","Germany, United States, France","June 2, 2021",2009,R,99,Action & Adventure,A Former Assassin Must Protect Himself And A Europol Agent From A Ruthless Band Of Assassins Who Wish To Exist In Secrecy.
s804,TV Show,Ouran High School Host Club,Takuya Igarashi,"Maaya Sakamoto, Mamoru Miyano, Masaya Matsukaze, Kenichi Suzumura, Keisuke Oda, Ayaka Saito, Daisuke Kirii",Japan,"June 2, 2021",2006,Tv-Pg,1,"Anime Series, Romantic Tv Shows, Teen Tv Shows","New Student Haruhi Stumbles On The Ouran High School Host Club, An All-Male Group That Makes Money By Entertaining The Girls Of The School."
s805,Movie,Population 436,Michelle Maclaren,"Jeremy Sisto, Fred Durst, Charlotte Sullivan, David Ames, Cory Cassidy, James Blicq, Martin Trudel, Reva Timbers, Rick Skene, Peter Outerbridge, Dana Horrox","Canada, United States","June 2, 2021",2006,R,93,"Horror Movies, Thrillers","A Census Taker Sent To Investigate Why Rockwell Falls Has Had The Same Population, 436, For More Than A Century, Soon Wishes He Hadn'T Taken The Job."
s806,TV Show,Racket Boys,Unknown,"Kim Sang-Kyung, Oh Na-Ra, Tang Jun-Sang, Son Sang-Yeon, Choi Hyun-Wook, Kim Kang-Hoon, Lee Jae-In, Lee Ji-Won",Unknown,"June 2, 2021",2021,Tv-14,1,"International Tv Shows, Tv Comedies, Tv Dramas",A City Kid Is Brought To The Countryside By His Father'S New Coaching Gig: Reviving A Ragtag Middle School Badminton Team On The Brink Of Extinction.
s807,Movie,Seven Souls In The Skull Castle: Season Moon Jogen,Hidenori Inoue,"Sota Fukushi, Taichi Saotome, Shohei Miura, Kenta Suga, Soichi Hirama, Shoko Takada, Ikkei Watanabe",Unknown,"June 2, 2021",2017,Tv-14,204,"Action & Adventure, Dramas, International Movies","Japan, 1590. Wandering Samurai Band Together To Take On The Lord Of Skull Castle In The “Moon Jogen” Version Of The Show, Performed In A 360º Theater."
s808,Movie,Seven Souls In The Skull Castle: Season Moon Kagen,Hidenori Inoue,"Mamoru Miyano, Hiroki Suzuki, Tomoki Hirose, Ryo Kimura, Kodai Matsuoka, Aki Hano, Tetsuya Chiba",Unknown,"June 2, 2021",2017,Tv-Pg,212,"Action & Adventure, Dramas, International Movies","Japan, 1590. Wandering Samurai Band Together To Take On The Lord Of Skull Castle In The “Moon Kagen” Version Of The Show, Performed In A 360º Theater."
s809,Movie,Sniper: Legacy,Don Michael Paul,"Tom Berenger, Chad Michael Collins, Doug Allen, Dominic Mafham, Mercedes Mason, Mark Lewis Jones, Nestor Serrano, Dennis Haysbert, Alex Roe, Yana Marinova","United States, Bulgaria","June 2, 2021",2014,R,98,Action & Adventure,"When A Troubled Sniper Begins Killing Officers He Blames For A Bungled Mission, Elite Marksman Brandon Beckett Sets Out To Neutralize The Threat."
s810,Movie,Starsky & Hutch,Todd Phillips,"Ben Stiller, Owen Wilson, Vince Vaughn, Juliette Lewis, Snoop Dogg, Fred Williamson, Jason Bateman, Amy Smart, Carmen Electra, George Cheung",USA,"June 2, 2021",2004,Pg-13,101,"Action & Adventure, Comedies",New Undercover Cop Partners Starsky And Hutch Must Overcome Their Differences To Solve An Important Case With Help From Street Informant Huggy Bear.
s811,Movie,Streets Of Fire,Walter Hill,"Michael Paré, Diane Lane, Rick Moranis, Amy Madigan, Willem Dafoe, Deborah Van Valkenburgh, Richard Lawson, Rick Rossovich, Bill Paxton, Lee Ving",USA,"June 2, 2021",1984,Pg,94,"Action & Adventure, Classic Movies, Cult Movies","Tough Ex-Soldier Tom Cody Springs Into Action When A Depraved Motorcycle Gang Kidnaps His Former Girlfriend, Ellen, Who'S Now A Famous Singer."
s812,Movie,Super Monsters: Once Upon A Rhyme,Steve Ball,"Elyse Maloway, Vincent Tong, Andrea Libman, Alessandro Juliani, Nicole Anthony, Erin Mathews, Diana Kaarina, Gigi Saul Guerrero, Asia Mattu, Rukiya Bernard, Ian James Corlett, Britt Mckillip",Unknown,"June 2, 2021",2021,Tv-Y,25,Children & Family Movies,"From Goldilocks To Hansel And Gretel, The Super Monsters Reimagine Classic Fairy Tales And Favorite Nursery Rhymes With A Musical, Magical Spin!"
s813,Movie,Swordfish,Dominic Sena,"John Travolta, Hugh Jackman, Halle Berry, Don Cheadle, Sam Shepard, Vinnie Jones, Drea De Matteo, Rudolf Martin, Zach Grenier, Camryn Grimes",USA,"June 2, 2021",2001,R,99,Action & Adventure,"A Gifted Hacker With A Criminal Past Is Recruited By A Group Of Shadowy, Seductive Figures For An Elaborate Scheme Where Nothing Is Quite As It Seems."
s814,TV Show,The Adventures Of Sonic The Hedgehog,Unknown,"Jaleel White, Long John Baldry, Garry Chalk","United States, Canada","June 2, 2021",1993,Tv-Y7,1,Kids' Tv,"Hyper Hedgehog Sonic And His Cohort Miles ""Tails"" Prower Defend The Planet Mobius Against Dr. Robotnik And His Evil Schemes In This Animated Series."
s815,Movie,The Four Seasons,Alan Alda,"Alan Alda, Carol Burnett, Len Cariou, Sandy Dennis, Rita Moreno, Jack Weston, Bess Armstrong, Elizabeth Alda, Beatrice Alda",USA,"June 2, 2021",1981,Pg,108,"Comedies, Romantic Movies","Three Middle-Aged Couples Vacation Together Every Season Until One Of The Men Ditches His Wife For A Younger Woman, Tilting The Group'S Dynamics."
s816,Movie,The Girl King,Mika Kaurismäki,"Malin Buska, Sarah Gadon, Michael Nyqvist, Lucas Bryant, Laura Birn, Hippolyte Girardot, Peter Lohmeyer, François Arnaud, Patrick Bachau, Ville Virtanen, Martina Gedeck",Unknown,"June 2, 2021",2015,Tv-Ma,106,"Dramas, International Movies, Lgbtq Movies","Sweden'S Forward-Thinking Queen Kristina Resists Her Country'S Conservative Ideals, Which Only Grow More Restrictive When She Falls For A Woman."
s817,Movie,The Interpreter,Sydney Pollack,"Nicole Kidman, Sean Penn, Catherine Keener, Jesper Christensen, Yvan Attal, Earl Cameron, George Harris, Michael Wright, Clyde Kusatsu, Eric Keenleyside, Hugo Speer","United Kingdom, France, Germany, United States","June 2, 2021",2005,Pg-13,128,Thrillers,Silvia Broome Is A Translator At The United Nations. But Her Job Turns Perilous When She Overhears A Plot To Assassinate A Government Official.
s818,Movie,The Meddler,Lorene Scafaria,"Susan Sarandon, Rose Byrne, J.K. Simmons, Cecily Strong, Jerrod Carmichael, Michael Mckean, Jason Ritter, Billy Magnussen, Lucy Punch, Sarah Baker",USA,"June 2, 2021",2015,Pg-13,104,"Comedies, Dramas, Independent Movies","Still-Grieving Widow Marnie Moves To Los Angeles To Be Close To Daughter Lori, But Soon Discovers New Outlets For Her Maternal And Romantic Needs."
s819,Movie,The Mirror Has Two Faces,Barbra Streisand,"Barbra Streisand, Jeff Bridges, Lauren Bacall, George Segal, Mimi Rogers, Pierce Brosnan, Brenda Vaccaro, Austin Pendleton, Elle Macpherson, Ali Marsh, Leslie Stefanson, Taina Elg, Lucy Avery Brooke, Amber Smith",USA,"June 2, 2021",1996,Pg-13,127,"Comedies, Dramas, Romantic Movies","Tired Of Being Single, Middle-Aged Professor Rose Morgan Accepts Her Colleague'S Proposal – But Her Colleague Only Wants A Platonic Marriage."
s820,Movie,The Outlaw Josey Wales,Clint Eastwood,"Clint Eastwood, Sondra Locke, Chief Dan George, Bill Mckinney, John Vernon, Paula Trueman, Sam Bottoms, Geraldine Keams, Woodrow Parfrey, Joyce Jameson",USA,"June 2, 2021",1976,Pg,136,"Action & Adventure, Classic Movies","In This Gritty Oscar-Nominated Western, An Ex-Confederate Soldier On The Run Comes To Rest In A Quiet Community, Where He Falls For A Pretty Settler."
s821,TV Show,The Platform,Unknown,"Maxim Khalil, Abdulmohsen Alnemr, Samr Ismaiel, Khaled Alkeesh, Samar Sami, Salloum Haddad, Ahmad Aljasmii, Khaled El Sayed, Yaser Alneyadi, Leen Gherra, Dean Cain, Moatasem Alnahar, Mahira Abdelaziz",United Arab Emirates,"June 2, 2021",2021,Tv-14,3,"International Tv Shows, Tv Dramas, Tv Mysteries","A Programming Genius Builds A Fact-Finding, Truth-Seeking Internet Portal While Reckoning With Trouble At Home."
s822,Movie,The Wedding Guest,Michael Winterbottom,"Dev Patel, Radhika Apte, Jim Sarbh",UK,"June 2, 2021",2018,R,97,"Dramas, Romantic Movies, Thrillers","Hired To Extract A Bride-To-Be Before Her Arranged Wedding In Pakistan, A Hired Gun Goes On The Run With His Hostage When His Plan Unravels."
s823,Movie,The Wind,Emma Tammi,"Caitlin Gerard, Julia Goldani Telles, Ashley Zukerman, Miles Anderson, Dylan Mctee",USA,"June 2, 2021",2019,R,88,Horror Movies,"Isolated On A Wind-Ravaged 19Th-Century Homestead, A Frontierswoman Begins To Suspect That Evil Lurks In The Terrifying Emptiness All Around Her."
s824,Movie,Then Came You,Peter Hutchings,"Asa Butterfield, Maisie Williams, Nina Dobrev, Ken Jeong, Tyler Hoechlin, David Koechner, Peyton List, Tituss Burgess",USA,"June 2, 2021",2019,Tv-Ma,97,"Comedies, Dramas, Independent Movies",A Hypochondriac Confronts His Fear Of Death When A Terminally Ill Teen Girl Enlists Him To Help Her Complete Her Bucket List.
s825,Movie,Welcome Home,George Ratliff,"Aaron Paul, Emily Ratajkowski, Riccardo Scamarcio, Katy Louise Saunders, Alice Bellagamba",USA,"June 2, 2021",2018,R,97,Thrillers,"A Couple Rents A Villa In Italy Hoping To Mend Their Bruised Relationship, But The Devilishly Charming Homeowner Can’T Seem To Leave Them Alone."
s826,TV Show,Dirty John,Unknown,"Connie Britton, Eric Bana, Juno Temple, Julia Garner, Jean Smart, Keiko Agena, Jeff Perry, Kevin Zegers, Jake Abel",USA,"May 31, 2021",2020,Tv-Ma,2,"Crime Tv Shows, Tv Dramas, Tv Mysteries",Businesswoman Debra Newell'S Life Unravels When She Falls For The Lies And Manipulation Of Con Man John Meehan. Based On The True-Crime Podcast.
s827,Movie,Bo Burnham: Inside,Bo Burnham,Bo Burnham,USA,"May 30, 2021",2021,Tv-Ma,88,Stand-Up Comedy,"A New Comedy Special Shot And Performed By Bo Burnham, Alone, Over The Course Of The Past Year."
s828,Movie,One Lagos Night,Ekene Som Mekwunye,"Frank Donga, Gold Ikponmwosa, Ali Nuhu, Eniola Badmus, Ogbolor, Genoveva Umeh, Gbubemi Ejeye, Ajayi Akorede, Serge Noujaim",Unknown,"May 29, 2021",2021,Tv-14,103,"Comedies, International Movies","A Desperate Man Attempts To Burglarize The Home Of A Wealthy Woman, But Finds Himself Face-To-Face With A Crew Of Armed Robbers Who Have The Same Idea."
s829,Movie,Collateral Beauty,David Frankel,"Will Smith, Edward Norton, Kate Winslet, Michael Peña, Helen Mirren, Naomie Harris, Keira Knightley, Jacob Latimore, Ann Dowd, Liza Colón-Zayas",USA,"May 28, 2021",2016,Pg-13,97,Dramas,An Advertising Executive Wrestling With Grief Finds Meaning By Writing Letters To Unconventional Recipients As Caring Colleagues Plot A Ruse.
s830,Movie,Dog Gone Trouble,Kevin Johnson,"Big Sean, Pamela Adlon, Lucy Hale, Marissa Jaret Winokur, Wilmer Valderrama, Joel Mchale, Seth Rollins, Damon Wayans Jr., Olivia Holt, Carlos Penavega",Unknown,"May 28, 2021",2021,Tv-Y7,88,"Children & Family Movies, Comedies",The Privileged Life Of A Pampered Dog Named Trouble Is Turned Upside-Down When He Gets Lost And Must Learn To Survive On The Big-City Streets.
s831,TV Show,The Kominsky Method,Unknown,"Michael Douglas, Alan Arkin, Sarah Baker, Nancy Travis, Susan Sullivan, Lisa Edelstein, Emily Osment, Graham Rogers, Jenna Lyng Adams, Ashleigh Lathrop, Melissa Tang, Casey Thomas Brown, Ann-Margret, Danny Devito",USA,"May 28, 2021",2021,Tv-Ma,3,"Tv Comedies, Tv Dramas",Acting Coach Sandy Kominsky And Best Friend Norman Newlander Keep Each Other Laughing As They Navigate The Ups And Downs Of Getting Older.
s832,TV Show,The Least Expected Day: Inside The Movistar Team 2019,"José Larraza, Marc Pons",Unknown,Unknown,"May 28, 2021",2021,Tv-Ma,2,"Docuseries, International Tv Shows, Spanish-Language Tv Shows","Pro Cycling’S Movistar Team Sets Their Sights On Victory While On The Road As They Face Challenges, Controversy And Internal Conflict."
s833,TV Show,Word Of Honor,Gary Sing,"Zhang Zhehan, Gong Jun, Zhou Ye, Asher Ma, Sun Xilun, Chen Zihan, Rolling Wang, Zhang Yonggang, Li Daikun, Huang Youming, Damon Guo",Unknown,"May 28, 2021",2021,Tv-14,1,"International Tv Shows, Tv Action & Adventure, Tv Dramas","A Disillusioned Royal Magistrate Sets Out For The Martial Arts World, Where He Encounters A Bosom Friend And Becomes Entangled In A Conspiracy."
